,,,,,,,,,,,,,,,,,,,,,
,Title:,National Imaging Data Collection,,,,,,,,,,,,,,,,,,,
,Summary:,Diagnostics Assets,,,,,,,,,,,,,,,,,,,
,Period:,01/04/2022 - 31/03/2023,,,,,,,,,,,,,,,,,,,
,Source:,National Imaging Data Collection,,,,,,,,,,,,,,,,,,,
,Basis:,"England, region and organisation",,,,,,,,,,,,,,,,,,,
,Published:,11th January 2024,,,,,,,,,,,,,,,,,,,
,Status:,Published,,,,,,,,,,,,,,,,,,,
,Contact:,england.imageservices@nhs.net,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,"By ICB, Imaging Networks and Trusts",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Region Code,Region,ICB - Integrated Care Board,Imaging Network,Organisation Code,Organisation Name, Total , MRI , CT , Ultrasound , X-Ray , Mammography , Interventional Radiology , Fluoroscopy , Nuclear Medicine , DEXA , Dental , Catheter Lab ,,,
,Y56,London,NHS North Central London ICB,North Central London,RP4,Great Ormond Street Hospital for Children NHS Foundation Trust, 42 , 6 , 1 , 13 , 6 , -   , 3 , 7 , 3 , 1 , 2 , -   ,,,
,Y56,London,NHS North Central London ICB,North Central London,RP6,Moorfields Eye Hospital NHS Foundation Trust, 24 , -   , 1 , 20 , 2 , -   , -   , 1 , -   , -   , -   , -   ,,,
,Y56,London,NHS North Central London ICB,North Central London,RAP,North Middlesex University Hospital NHS Trust, 48 , 2 , 2 , 25 , 10 , 1 , 3 , 4 , 1 , -   , -   , -   ,,,
,Y56,London,NHS North Central London ICB,North Central London,RAL,Royal Free London NHS Foundation Trust, 147 , 9 , 10 , 50 , 28 , 5 , 8 , 22 , 6 , 2 , 7 , -   ,,,
,Y56,London,NHS North Central London ICB,North Central London,RAN,Royal National Orthopaedic Hospital NHS Trust, 42 , 2 , 1 , 13 , 9 , -   , -   , 15 , 1 , 1 , -   , -   ,,,
,Y56,London,NHS North Central London ICB,North Central London,RRV,University College London Hospitals NHS Foundation Trust, 110 , 12 , 9 , 22 , 26 , 2 , 5 , 18 , 6 , 1 , 9 , -   ,,,
,Y56,London,NHS North Central London ICB,North Central London,RKE,Whittington Health NHS Trust, 52 , 2 , 2 , 27 , 11 , 2 , -   , 5 , 1 , 1 , 1 , -   ,,,
,Y56,London,NHS North East London ICB,North East London,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust", 89 , 5 , 7 , 28 , 25 , 2 , 2 , 13 , -   , 1 , 6 , -   ,,,
,Y56,London,NHS North East London ICB,North East London,R1H,Barts Health NHS Trust, 241 , 14 , 12 , 74 , 57 , 11 , 6 , 33 , 7 , 2 , 24 , 1 ,,,
,Y56,London,NHS North East London ICB,North East London,RQX,Homerton Healthcare NHS Foundation Trust, 41 , 2 , 2 , 14 , 11 , 2 , -   , 6 , -   , 1 , 3 , -   ,,,
,Y56,London,NHS North West London ICB,North West London,RQM,Chelsea and Westminster Hospital NHS Foundation Trust, 114 , 2 , 5 , 61 , 28 , 1 , 1 , 12 , -   , 1 , 2 , 1 ,,,
,Y56,London,NHS North West London ICB,North West London,RYJ,Imperial College Healthcare NHS Trust, 137 , 13 , 8 , 44 , 36 , 4 , 6 , 19 , 5 , 1 , 1 , -   ,,,
,Y56,London,NHS North West London ICB,North West London,R1K,London North West University Healthcare NHS Trust, 109 , 5 , 7 , 39 , 30 , 3 , 3 , 12 , 3 , -   , 6 , 1 ,,,
,Y56,London,NHS North West London ICB,North West London,RAS,The Hillingdon Hospitals NHS Foundation Trust, 66 , -   , 2 , 32 , 20 , 3 , -   , 9 , -   , -   , -   , -   ,,,
,Y56,London,NHS South East London ICB,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust, 151 , 15 , 14 , 27 , 45 , 2 , 6 , 24 , 10 , 4 , -   , 4 ,,,
,Y56,London,NHS South East London ICB,South East London,RJZ,King's College Hospital NHS Foundation Trust, 174 , 6 , 6 , 30 , 34 , 14 , 6 , 21 , 3 , 2 , 52 , -   ,,,
,Y56,London,NHS South East London ICB,South East London,RJ2,Lewisham and Greenwich NHS Trust, 80 , 3 , 4 , 27 , 26 , 2 , 1 , 14 , 1 , 2 , -   , -   ,,,
,Y56,London,NHS South West London ICB,South West London,RJ6,Croydon Health Services NHS Trust, 46 , 3 , 3 , 16 , 14 , 1 , 1 , 5 , -   , 1 , 2 , -   ,,,
,Y56,London,NHS South West London ICB,South West London,RVR,Epsom and St Helier University Hospitals NHS Trust, 71 , 4 , 5 , 20 , 24 , -   , 4 , 6 , 1 , 1 , 6 , -   ,,,
,Y56,London,NHS South West London ICB,South West London,RAX,Kingston Hospital NHS Foundation Trust, 57 , 3 , 3 , 22 , 11 , 3 , -   , 4 , 2 , 1 , 7 , 1 ,,,
,Y56,London,NHS South West London ICB,South West London,RJ7,St George's University Hospitals NHS Foundation Trust, 282 , 3 , 5 , 184 , 34 , 12 , -   , 29 , 5 , 2 , 8 , -   ,,,
